case,row,kind,victim_group,victim_ch,r_src,word_a,word_b,d_ns,n,mean,min,max,delta
16,4,1,1,6,5150,6,22,12800,64,32583,32572,32598,2
17,4,1,1,6,5150,22,6,0,64,32571,31919,32600,1
17,4,1,1,6,5150,22,6,200,64,32581,32566,32596,1
17,4,1,1,6,5150,22,6,400,64,32581,32566,32598,2
17,4,1,1,6,5150,22,6,600,64,32580,32567,32596,1
17,4,1,1,6,5150,22,6,800,64,32580,32568,32600,0
17,4,1,1,6,5150,22,6,1000,64,32578,32565,32589,-1
17,4,1,1,6,5150,22,6,1200,64,32579,32565,32592,1
17,4,1,1,6,5150,22,6,1400,64,32579,32562,32601,-1
17,4,1,1,6,5150,22,6,1600,64,32578,32559,32593,-1
17,4,1,1,6,5150,22,6,1800,64,32578,32555,32601,0
17,4,1,1,6,5150,22,6,2000,64,32577,32566,32594,0
17,4,1,1,6,5150,22,6,2200,64,32576,32563,32592,-2
17,4,1,1,6,5150,22,6,2400,64,32576,32560,32590,-1
17,4,1,1,6,5150,22,6,2600,64,32577,32562,32592,1
17,4,1,1,6,5150,22,6,2800,64,32577,32563,32590,1
17,4,1,1,6,5150,22,6,3000,64,32576,32561,32594,-1
17,4,1,1,6,5150,22,6,3200,64,32578,32565,32598,2
17,4,1,1,6,5150,22,6,3400,64,32576,32563,32592,0
17,4,1,1,6,5150,22,6,3600,64,32576,32563,32591,0
17,4,1,1,6,5150,22,6,3800,64,32576,32561,32592,1
17,4,1,1,6,5150,22,6,4000,64,32576,32565,32594,0
17,4,1,1,6,5150,22,6,4200,64,32576,32563,32590,0
17,4,1,1,6,5150,22,6,4400,64,32577,32562,32590,0
17,4,1,1,6,5150,22,6,4600,64,32576,32564,32590,-1
17,4,1,1,6,5150,22,6,4800,64,32577,32564,32588,1
17,4,1,1,6,5150,22,6,5000,64,32577,32564,32594,1
17,4,1,1,6,5150,22,6,5200,64,32575,32561,32590,-1
17,4,1,1,6,5150,22,6,5400,64,32577,32564,32593,0
17,4,1,1,6,5150,22,6,5600,64,32577,32563,32592,1
17,4,1,1,6,5150,22,6,5800,64,32576,32565,32588,0
17,4,1,1,6,5150,22,6,6000,64,32577,32565,32589,-1
17,4,1,1,6,5150,22,6,6200,64,32577,32560,32600,0
17,4,1,1,6,5150,22,6,6400,64,32579,32567,32592,0
17,4,1,1,6,5150,22,6,6600,64,32578,32561,32594,2
17,4,1,1,6,5150,22,6,6800,64,32577,32562,32597,-1
17,4,1,1,6,5150,22,6,7000,64,32577,32565,32588,-1
17,4,1,1,6,5150,22,6,7200,64,32578,32564,32599,1
17,4,1,1,6,5150,22,6,7400,64,32579,32565,32597,0
17,4,1,1,6,5150,22,6,7600,64,32579,32568,32594,0
17,4,1,1,6,5150,22,6,7800,64,32579,32562,32594,1
17,4,1,1,6,5150,22,6,8000,64,32580,32564,32599,1
17,4,1,1,6,5150,22,6,8200,64,32580,32567,32596,1
17,4,1,1,6,5150,22,6,8400,64,32579,32507,32600,-1
17,4,1,1,6,5150,22,6,8600,64,32579,32511,32598,0
17,4,1,1,6,5150,22,6,8800,64,32581,32567,32593,1
17,4,1,1,6,5150,22,6,9000,64,32580,32569,32596,1
17,4,1,1,6,5150,22,6,9200,64,32581,32569,32596,1
17,4,1,1,6,5150,22,6,9400,64,32582,32570,32602,2
17,4,1,1,6,5150,22,6,9600,64,32580,32528,32598,-2
17,4,1,1,6,5150,22,6,9800,64,32581,32567,32600,-2
17,4,1,1,6,5150,22,6,10000,64,32581,32567,32595,-1
17,4,1,1,6,5150,22,6,10200,64,32583,32571,32600,1
17,4,1,1,6,5150,22,6,10400,64,32583,32565,32597,1
17,4,1,1,6,5150,22,6,10600,64,32583,32571,32600,2
17,4,1,1,6,5150,22,6,10800,64,32583,32568,32600,1
17,4,1,1,6,5150,22,6,11000,64,32582,32564,32595,1
17,4,1,1,6,5150,22,6,11200,64,32584,32571,32599,4
17,4,1,1,6,5150,22,6,11400,64,32584,32572,32602,3
17,4,1,1,6,5150,22,6,11600,64,32586,32572,32601,4
17,4,1,1,6,5150,22,6,11800,64,32582,32568,32596,1
17,4,1,1,6,5150,22,6,12000,64,32583,32515,32602,1
17,4,1,1,6,5150,22,6,12200,64,32585,32575,32596,3
17,4,1,1,6,5150,22,6,12400,64,32584,32568,32600,2
17,4,1,1,6,5150,22,6,12600,64,32584,32569,32603,2
17,4,1,1,6,5150,22,6,12800,64,32585,32571,32598,4
18,4,1,1,3,150,3,19,0,64,0,0,0,0
18,4,1,1,3,150,3,19,200,64,0,0,0,0
18,4,1,1,3,150,3,19,400,64,0,0,1,0
18,4,1,1,3,150,3,19,600,64,0,0,1,0
18,4,1,1,3,150,3,19,800,64,0,0,1,0
18,4,1,1,3,150,3,19,1000,64,0,0,0,0
18,4,1,1,3,150,3,19,1200,64,0,0,0,0
18,4,1,1,3,150,3,19,1400,64,0,0,0,0
18,4,1,1,3,150,3,19,1600,64,0,0,0,0
18,4,1,1,3,150,3,19,1800,64,0,0,4,0
18,4,1,1,3,150,3,19,2000,64,0,0,0,0
18,4,1,1,3,150,3,19,2200,64,0,0,0,0
18,4,1,1,3,150,3,19,2400,64,0,0,0,0
18,4,1,1,3,150,3,19,2600,64,0,0,0,0
18,4,1,1,3,150,3,19,2800,64,0,0,1,0
18,4,1,1,3,150,3,19,3000,64,0,0,1,0
18,4,1,1,3,150,3,19,3200,64,0,0,0,0
18,4,1,1,3,150,3,19,3400,64,0,0,0,0
18,4,1,1,3,150,3,19,3600,64,0,0,0,0
18,4,1,1,3,150,3,19,3800,64,0,0,0,0
18,4,1,1,3,150,3,19,4000,64,0,0,0,0
18,4,1,1,3,150,3,19,4200,64,0,0,0,0
18,4,1,1,3,150,3,19,4400,64,0,0,0,0
18,4,1,1,3,150,3,19,4600,64,0,0,0,0
18,4,1,1,3,150,3,19,4800,64,0,0,0,0
18,4,1,1,3,150,3,19,5000,64,0,0,0,0
18,4,1,1,3,150,3,19,5200,64,0,0,0,0
18,4,1,1,3,150,3,19,5400,64,0,0,23,0
18,4,1,1,3,150,3,19,5600,64,0,0,0,0
18,4,1,1,3,150,3,19,5800,64,0,0,0,0
18,4,1,1,3,150,3,19,6000,64,0,0,0,0
18,4,1,1,3,150,3,19,6200,64,0,0,2,0
18,4,1,1,3,150,3,19,6400,64,0,0,0,0
18,4,1,1,3,150,3,19,6600,64,0,0,0,0
18,4,1,1,3,150,3,19,6800,64,0,0,0,0
18,4,1,1,3,150,3,19,7000,64,0,0,0,0
18,4,1,1,3,150,3,19,7200,64,0,0,0,0
18,4,1,1,3,150,3,19,7400,64,0,0,0,0
18,4,1,1,3,150,3,19,7600,64,0,0,0,0
18,4,1,1,3,150,3,19,7800,64,0,0,1,0
18,4,1,1,3,150,3,19,8000,64,0,0,0,0
18,4,1,1,3,150,3,19,8200,64,0,0,0,0
18,4,1,1,3,150,3,19,8400,64,0,0,0,0
18,4,1,1,3,150,3,19,8600,64,0,0,0,0
18,4,1,1,3,150,3,19,8800,64,0,0,0,0
18,4,1,1,3,150,3,19,9000,64,0,0,2,0
18,4,1,1,3,150,3,19,9200,64,0,0,0,0
18,4,1,1,3,150,3,19,9400,64,0,0,0,0
18,4,1,1,3,150,3,19,9600,64,0,0,0,0
18,4,1,1,3,150,3,19,9800,64,0,0,40,0
18,4,1,1,3,150,3,19,10000,64,0,0,0,0
18,4,1,1,3,150,3,19,10200,64,0,0,0,0
18,4,1,1,3,150,3,19,10400,64,0,0,0,0
18,4,1,1,3,150,3,19,10600,64,0,0,0,0
18,4,1,1,3,150,3,19,10800,64,0,0,0,0
18,4,1,1,3,150,3,19,11000,64,0,0,1,0
18,4,1,1,3,150,3,19,11200,64,0,0,1,0
18,4,1,1,3,150,3,19,11400,64,0,0,0,0
18,4,1,1,3,150,3,19,11600,64,0,0,0,0
18,4,1,1,3,150,3,19,11800,64,0,0,1,0
18,4,1,1,3,150,3,19,12000,64,0,0,0,0
18,4,1,1,3,150,3,19,12200,64,0,0,0,0
18,4,1,1,3,150,3,19,12400,64,0,0,0,0
18,4,1,1,3,150,3,19,12600,64,0,0,0,0
18,4,1,1,3,150,3,19,12800,64,0,0,0,0
19,4,1,1,3,150,19,3,0,64,0,0,0,0
19,4,1,1,3,150,19,3,200,64,0,0,0,0
19,4,1,1,3,150,19,3,400,64,0,0,4,0
19,4,1,1,3,150,19,3,600,64,0,0,2,0
19,4,1,1,3,150,19,3,800,64,0,0,1,0
19,4,1,1,3,150,19,3,1000,64,0,0,0,0
19,4,1,1,3,150,19,3,1200,64,0,0,0,0
19,4,1,1,3,150,19,3,1400,64,0,0,2,0
19,4,1,1,3,150,19,3,1600,64,0,0,0,0
19,4,1,1,3,150,19,3,1800,64,0,0,0,0
19,4,1,1,3,150,19,3,2000,64,0,0,1,0
19,4,1,1,3,150,19,3,2200,64,0,0,0,0
19,4,1,1,3,150,19,3,2400,64,0,0,0,0
19,4,1,1,3,150,19,3,2600,64,0,0,1,0
19,4,1,1,3,150,19,3,2800,64,0,0,0,0
19,4,1,1,3,150,19,3,3000,64,0,0,0,0
19,4,1,1,3,150,19,3,3200,64,0,0,0,0
19,4,1,1,3,150,19,3,3400,64,0,0,0,0
19,4,1,1,3,150,19,3,3600,64,0,0,1,0
19,4,1,1,3,150,19,3,3800,64,0,0,0,0
19,4,1,1,3,150,19,3,4000,64,0,0,0,0
19,4,1,1,3,150,19,3,4200,64,0,0,0,0
19,4,1,1,3,150,19,3,4400,64,0,0,0,0
19,4,1,1,3,150,19,3,4600,64,0,0,0,0
19,4,1,1,3,150,19,3,4800,64,0,0,1,0
19,4,1,1,3,150,19,3,5000,64,0,0,0,0
19,4,1,1,3,150,19,3,5200,64,0,0,1,0
19,4,1,1,3,150,19,3,5400,64,0,0,4,0
19,4,1,1,3,150,19,3,5600,64,0,0,3,0
19,4,1,1,3,150,19,3,5800,64,0,0,0,0
19,4,1,1,3,150,19,3,6000,64,0,0,0,0
19,4,1,1,3,150,19,3,6200,64,0,0,0,0
19,4,1,1,3,150,19,3,6400,64,0,0,0,0
19,4,1,1,3,150,19,3,6600,64,0,0,1,0
19,4,1,1,3,150,19,3,6800,64,0,0,0,0
19,4,1,1,3,150,19,3,7000,64,0,0,0,0
19,4,1,1,3,150,19,3,7200,64,0,0,0,0
19,4,1,1,3,150,19,3,7400,64,0,0,0,0
19,4,1,1,3,150,19,3,7600,64,0,0,0,0
19,4,1,1,3,150,19,3,7800,64,0,0,0,0
19,4,1,1,3,150,19,3,8000,64,0,0,0,0
19,4,1,1,3,150,19,3,8200,64,0,0,1,0
19,4,1,1,3,150,19,3,8400,64,0,0,3,0
19,4,1,1,3,150,19,3,8600,64,0,0,0,0
19,4,1,1,3,150,19,3,8800,64,0,0,1,0
19,4,1,1,3,150,19,3,9000,64,0,0,2,0
19,4,1,1,3,150,19,3,9200,64,0,0,0,0
19,4,1,1,3,150,19,3,9400,64,0,0,0,0
19,4,1,1,3,150,19,3,9600,64,0,0,0,0
19,4,1,1,3,150,19,3,9800,64,0,0,2,0
19,4,1,1,3,150,19,3,10000,64,0,0,0,0
19,4,1,1,3,150,19,3,10200,64,0,0,0,0
19,4,1,1,3,150,19,3,10400,64,0,0,0,0
19,4,1,1,3,150,19,3,10600,64,0,0,0,0
19,4,1,1,3,150,19,3,10800,64,0,0,1,0
19,4,1,1,3,150,19,3,11000,64,0,0,9,0
19,4,1,1,3,150,19,3,11200,64,0,0,0,0
19,4,1,1,3,150,19,3,11400,64,0,0,1,0
19,4,1,1,3,150,19,3,11600,64,0,0,0,0
19,4,1,1,3,150,19,3,11800,64,0,0,1,0
19,4,1,1,3,150,19,3,12000,64,0,0,0,0
19,4,1,1,3,150,19,3,12200,64,0,0,1,0
19,4,1,1,3,150,19,3,12400,64,0,0,2,0
19,4,1,1,3,150,19,3,12600,64,0,0,4,0
19,4,1,1,3,150,19,3,12800,64,0,0,2,0
20,5,1,1,6,5150,22,30,0,64,32571,31916,32596,1
20,5,1,1,6,5150,22,30,200,64,32580,32566,32593,0
20,5,1,1,6,5150,22,30,400,64,32579,32560,32597,0
20,5,1,1,6,5150,22,30,600,64,32579,32565,32590,0
20,5,1,1,6,5150,22,30,800,64,32579,32555,32594,-1
20,5,1,1,6,5150,22,30,1000,64,32580,32567,32595,1
20,5,1,1,6,5150,22,30,1200,64,32579,32565,32595,1
20,5,1,1,6,5150,22,30,1400,64,32579,32565,32600,-1
20,5,1,1,6,5150,22,30,1600,64,32578,32566,32598,-1
20,5,1,1,6,5150,22,30,1800,64,32578,32564,32593,0
20,5,1,1,6,5150,22,30,2000,64,32576,32558,32591,-1
20,5,1,1,6,5150,22,30,2200,64,32577,32563,32591,-1
20,5,1,1,6,5150,22,30,2400,64,32577,32557,32594,0
20,5,1,1,6,5150,22,30,2600,64,32576,32561,32588,0
20,5,1,1,6,5150,22,30,2800,64,32577,32562,32592,1
20,5,1,1,6,5150,22,30,3000,64,32576,32564,32594,-1
20,5,1,1,6,5150,22,30,3200,64,32575,32561,32592,-1
20,5,1,1,6,5150,22,30,3400,64,32575,32559,32589,-1
20,5,1,1,6,5150,22,30,3600,64,32576,32563,32592,0
20,5,1,1,6,5150,22,30,3800,64,32575,32565,32592,0
20,5,1,1,6,5150,22,30,4000,64,32575,32559,32593,-1
20,5,1,1,6,5150,22,30,4200,64,32574,32515,32592,-2
20,5,1,1,6,5150,22,30,4400,64,32577,32565,32593,0
20,5,1,1,6,5150,22,30,4600,64,32577,32566,32594,0
20,5,1,1,6,5150,22,30,4800,64,32577,32564,32595,1
20,5,1,1,6,5150,22,30,5000,64,32577,32565,32591,1
20,5,1,1,6,5150,22,30,5200,64,32576,32560,32594,0
20,5,1,1,6,5150,22,30,5400,64,32576,32562,32590,-1
20,5,1,1,6,5150,22,30,5600,64,32577,32565,32599,1
20,5,1,1,6,5150,22,30,5800,64,32577,32560,32593,1
20,5,1,1,6,5150,22,30,6000,64,32577,32561,32596,-1
20,5,1,1,6,5150,22,30,6200,64,32578,32563,32596,1
20,5,1,1,6,5150,22,30,6400,64,32578,32565,32594,-1
20,5,1,1,6,5150,22,30,6600,64,32578,32563,32596,2
20,5,1,1,6,5150,22,30,6800,64,32578,32565,32597,0
20,5,1,1,6,5150,22,30,7000,64,32577,32565,32597,-1
20,5,1,1,6,5150,22,30,7200,64,32580,32566,32596,3
20,5,1,1,6,5150,22,30,7400,64,32580,32566,32596,1
20,5,1,1,6,5150,22,30,7600,64,32579,32566,32595,0
20,5,1,1,6,5150,22,30,7800,64,32579,32564,32596,1
20,5,1,1,6,5150,22,30,8000,64,32579,32566,32593,0
20,5,1,1,6,5150,22,30,8200,64,32579,32559,32596,0
20,5,1,1,6,5150,22,30,8400,64,32580,32567,32592,0
20,5,1,1,6,5150,22,30,8600,64,32579,32565,32595,0
20,5,1,1,6,5150,22,30,8800,64,32579,32565,32597,-1
20,5,1,1,6,5150,22,30,9000,64,32581,32566,32595,2
20,5,1,1,6,5150,22,30,9200,64,32581,32566,32602,1
20,5,1,1,6,5150,22,30,9400,64,32581,32566,32596,1
20,5,1,1,6,5150,22,30,9600,64,32582,32568,32598,0
20,5,1,1,6,5150,22,30,9800,64,32581,32565,32601,-2
20,5,1,1,6,5150,22,30,10000,64,32582,32567,32596,0
20,5,1,1,6,5150,22,30,10200,64,32581,32566,32594,-1
20,5,1,1,6,5150,22,30,10400,64,32582,32566,32597,0
20,5,1,1,6,5150,22,30,10600,64,32582,32564,32598,1
20,5,1,1,6,5150,22,30,10800,64,32582,32568,32597,0
20,5,1,1,6,5150,22,30,11000,64,32581,32568,32592,0
20,5,1,1,6,5150,22,30,11200,64,32580,32507,32600,0
20,5,1,1,6,5150,22,30,11400,64,32582,32567,32597,1
20,5,1,1,6,5150,22,30,11600,64,32581,32568,32596,-1
20,5,1,1,6,5150,22,30,11800,64,32583,32571,32599,2
20,5,1,1,6,5150,22,30,12000,64,32581,32564,32600,-1
20,5,1,1,6,5150,22,30,12200,64,32583,32569,32598,1
20,5,1,1,6,5150,22,30,12400,64,32581,32567,32591,-1
20,5,1,1,6,5150,22,30,12600,64,32584,32571,32596,2
20,5,1,1,6,5150,22,30,12800,64,32581,32569,32593,0
21,5,1,1,6,5150,30,22,0,64,32570,31917,32596,0
21,5,1,1,6,5150,30,22,200,64,32582,32561,32601,2
21,5,1,1,6,5150,30,22,400,64,32583,32568,32600,4
21,5,1,1,6,5150,30,22,600,64,32580,32563,32595,1
21,5,1,1,6,5150,30,22,800,64,32580,32566,32595,0
21,5,1,1,6,5150,30,22,1000,64,32579,32564,32596,0
21,5,1,1,6,5150,30,22,1200,64,32579,32565,32594,1
21,5,1,1,6,5150,30,22,1400,64,32579,32567,32596,-1
21,5,1,1,6,5150,30,22,1600,64,32578,32564,32596,-1
21,5,1,1,6,5150,30,22,1800,64,32578,32567,32597,0
21,5,1,1,6,5150,30,22,2000,64,32576,32560,32594,-1
21,5,1,1,6,5150,30,22,2200,64,32578,32565,32593,0
21,5,1,1,6,5150,30,22,2400,64,32577,32563,32589,0
21,5,1,1,6,5150,30,22,2600,64,32576,32561,32591,0
21,5,1,1,6,5150,30,22,2800,64,32577,32567,32592,1
21,5,1,1,6,5150,30,22,3000,64,32578,32568,32594,1
21,5,1,1,6,5150,30,22,3200,64,32577,32561,32593,1
21,5,1,1,6,5150,30,22,3400,64,32576,32560,32589,0
21,5,1,1,6,5150,30,22,3600,64,32577,32560,32594,1
21,5,1,1,6,5150,30,22,3800,64,32576,32561,32592,1
21,5,1,1,6,5150,30,22,4000,64,32577,32566,32592,1
21,5,1,1,6,5150,30,22,4200,64,32575,32563,32587,-1
21,5,1,1,6,5150,30,22,4400,64,32576,32563,32592,-1
21,5,1,1,6,5150,30,22,4600,64,32576,32562,32593,-1
21,5,1,1,6,5150,30,22,4800,64,32575,32560,32590,-1
21,5,1,1,6,5150,30,22,5000,64,32574,32559,32589,-2
21,5,1,1,6,5150,30,22,5200,64,32576,32561,32592,0
21,5,1,1,6,5150,30,22,5400,64,32579,32567,32592,2
21,5,1,1,6,5150,30,22,5600,64,32577,32561,32594,1
21,5,1,1,6,5150,30,22,5800,64,32576,32563,32592,0
21,5,1,1,6,5150,30,22,6000,64,32577,32563,32589,-1
21,5,1,1,6,5150,30,22,6200,64,32578,32564,32595,1
21,5,1,1,6,5150,30,22,6400,64,32578,32567,32595,-1
21,5,1,1,6,5150,30,22,6600,64,32579,32566,32600,3
21,5,1,1,6,5150,30,22,6800,64,32579,32562,32597,1
21,5,1,1,6,5150,30,22,7000,64,32579,32564,32596,1
21,5,1,1,6,5150,30,22,7200,64,32579,32565,32597,2
21,5,1,1,6,5150,30,22,7400,64,32578,32566,32595,-1
21,5,1,1,6,5150,30,22,7600,64,32578,32562,32592,-1
21,5,1,1,6,5150,30,22,7800,64,32578,32563,32592,0
21,5,1,1,6,5150,30,22,8000,64,32579,32567,32597,0
21,5,1,1,6,5150,30,22,8200,64,32580,32565,32597,1
21,5,1,1,6,5150,30,22,8400,64,32579,32567,32593,-1
21,5,1,1,6,5150,30,22,8600,64,32580,32567,32598,1
21,5,1,1,6,5150,30,22,8800,64,32581,32567,32600,1
21,5,1,1,6,5150,30,22,9000,64,32581,32566,32600,2
21,5,1,1,6,5150,30,22,9200,64,32580,32570,32596,0
21,5,1,1,6,5150,30,22,9400,64,32581,32563,32599,1
21,5,1,1,6,5150,30,22,9600,64,32581,32566,32598,-1
21,5,1,1,6,5150,30,22,9800,64,32583,32568,32598,0
21,5,1,1,6,5150,30,22,10000,64,32581,32544,32602,-1
21,5,1,1,6,5150,30,22,10200,64,32581,32565,32596,-1
21,5,1,1,6,5150,30,22,10400,64,32581,32567,32597,-1
21,5,1,1,6,5150,30,22,10600,64,32582,32569,32597,1
21,5,1,1,6,5150,30,22,10800,64,32583,32571,32596,1
21,5,1,1,6,5150,30,22,11000,64,32583,32571,32596,2
21,5,1,1,6,5150,30,22,11200,64,32583,32569,32597,3
21,5,1,1,6,5150,30,22,11400,64,32581,32534,32599,0
21,5,1,1,6,5150,30,22,11600,64,32582,32570,32602,0
21,5,1,1,6,5150,30,22,11800,64,32582,32570,32598,1
21,5,1,1,6,5150,30,22,12000,64,32582,32570,32596,0
21,5,1,1,6,5150,30,22,12200,64,32583,32571,32600,1
21,5,1,1,6,5150,30,22,12400,64,32582,32566,32596,0
21,5,1,1,6,5150,30,22,12600,64,32583,32570,32594,1
21,5,1,1,6,5150,30,22,12800,64,32581,32569,32597,0
22,5,1,1,3,150,19,27,0,64,0,0,4,0
22,5,1,1,3,150,19,27,200,64,0,0,1,0
22,5,1,1,3,150,19,27,400,64,0,0,0,0
22,5,1,1,3,150,19,27,600,64,0,0,0,0
22,5,1,1,3,150,19,27,800,64,0,0,4,0
22,5,1,1,3,150,19,27,1000,64,0,0,0,0
22,5,1,1,3,150,19,27,1200,64,0,0,36,0
22,5,1,1,3,150,19,27,1400,64,0,0,0,0
22,5,1,1,3,150,19,27,1600,64,0,0,0,0
22,5,1,1,3,150,19,27,1800,64,0,0,0,0
22,5,1,1,3,150,19,27,2000,64,0,0,0,0
22,5,1,1,3,150,19,27,2200,64,0,0,0,0
22,5,1,1,3,150,19,27,2400,64,0,0,0,0
22,5,1,1,3,150,19,27,2600,64,0,0,0,0
22,5,1,1,3,150,19,27,2800,64,0,0,0,0
22,5,1,1,3,150,19,27,3000,64,0,0,1,0
22,5,1,1,3,150,19,27,3200,64,0,0,2,0
22,5,1,1,3,150,19,27,3400,64,0,0,0,0
22,5,1,1,3,150,19,27,3600,64,0,0,0,0
22,5,1,1,3,150,19,27,3800,64,0,0,8,0
22,5,1,1,3,150,19,27,4000,64,0,0,0,0
22,5,1,1,3,150,19,27,4200,64,0,0,0,0
22,5,1,1,3,150,19,27,4400,64,0,0,0,0
22,5,1,1,3,150,19,27,4600,64,0,0,0,0
22,5,1,1,3,150,19,27,4800,64,0,0,0,0
22,5,1,1,3,150,19,27,5000,64,0,0,0,0
22,5,1,1,3,150,19,27,5200,64,0,0,0,0
22,5,1,1,3,150,19,27,5400,64,0,0,0,0
22,5,1,1,3,150,19,27,5600,64,0,0,0,0
22,5,1,1,3,150,19,27,5800,64,0,0,0,0
22,5,1,1,3,150,19,27,6000,64,0,0,0,0
22,5,1,1,3,150,19,27,6200,64,0,0,0,0
22,5,1,1,3,150,19,27,6400,64,0,0,0,0
22,5,1,1,3,150,19,27,6600,64,0,0,0,0
22,5,1,1,3,150,19,27,6800,64,0,0,0,0
22,5,1,1,3,150,19,27,7000,64,0,0,2,0
22,5,1,1,3,150,19,27,7200,64,0,0,0,0
22,5,1,1,3,150,19,27,7400,64,0,0,0,0
22,5,1,1,3,150,19,27,7600,64,0,0,0,0
22,5,1,1,3,150,19,27,7800,64,0,0,0,0
22,5,1,1,3,150,19,27,8000,64,0,0,0,0
22,5,1,1,3,150,19,27,8200,64,0,0,0,0
22,5,1,1,3,150,19,27,8400,64,0,0,0,0
22,5,1,1,3,150,19,27,8600,64,0,0,0,0
22,5,1,1,3,150,19,27,8800,64,0,0,0,0
22,5,1,1,3,150,19,27,9000,64,0,0,0,0
22,5,1,1,3,150,19,27,9200,64,0,0,0,0
22,5,1,1,3,150,19,27,9400,64,0,0,2,0
22,5,1,1,3,150,19,27,9600,64,0,0,0,0
22,5,1,1,3,150,19,27,9800,64,0,0,0,0
22,5,1,1,3,150,19,27,10000,64,0,0,0,0
22,5,1,1,3,150,19,27,10200,64,0,0,0,0
22,5,1,1,3,150,19,27,10400,64,0,0,0,0
22,5,1,1,3,150,19,27,10600,64,0,0,0,0
22,5,1,1,3,150,19,27,10800,64,0,0,1,0
22,5,1,1,3,150,19,27,11000,64,0,0,0,0
22,5,1,1,3,150,19,27,11200,64,0,0,0,0
22,5,1,1,3,150,19,27,11400,64,0,0,0,0
22,5,1,1,3,150,19,27,11600,64,0,0,0,0
22,5,1,1,3,150,19,27,11800,64,0,0,2,0
22,5,1,1,3,150,19,27,12000,64,0,0,1,0
22,5,1,1,3,150,19,27,12200,64,0,0,0,0
22,5,1,1,3,150,19,27,12400,64,0,0,0,0
22,5,1,1,3,150,19,27,12600,64,0,0,0,0
22,5,1,1,3,150,19,27,12800,64,0,0,2,0
23,5,1,1,3,150,27,19,0,64,0,0,4,0
23,5,1,1,3,150,27,19,200,64,0,0,4,0
23,5,1,1,3,150,27,19,400,64,0,0,4,0
23,5,1,1,3,150,27,19,600,64,0,0,0,0
23,5,1,1,3,150,27,19,800,64,0,0,3,0
23,5,1,1,3,150,27,19,1000,64,0,0,0,0
23,5,1,1,3,150,27,19,1200,64,0,0,1,0
23,5,1,1,3,150,27,19,1400,64,0,0,0,0
23,5,1,1,3,150,27,19,1600,64,0,0,0,0
23,5,1,1,3,150,27,19,1800,64,0,0,1,0
23,5,1,1,3,150,27,19,2000,64,0,0,2,0
23,5,1,1,3,150,27,19,2200,64,0,0,0,0
23,5,1,1,3,150,27,19,2400,64,0,0,50,0
23,5,1,1,3,150,27,19,2600,64,0,0,2,0
23,5,1,1,3,150,27,19,2800,64,0,0,8,0
23,5,1,1,3,150,27,19,3000,64,0,0,2,0
23,5,1,1,3,150,27,19,3200,64,0,0,2,0
23,5,1,1,3,150,27,19,3400,64,0,0,0,0
23,5,1,1,3,150,27,19,3600,64,0,0,0,0
23,5,1,1,3,150,27,19,3800,64,0,0,2,0
23,5,1,1,3,150,27,19,4000,64,0,0,1,0
23,5,1,1,3,150,27,19,4200,64,0,0,0,0
23,5,1,1,3,150,27,19,4400,64,0,0,1,0
23,5,1,1,3,150,27,19,4600,64,0,0,0,0
23,5,1,1,3,150,27,19,4800,64,0,0,2,0
23,5,1,1,3,150,27,19,5000,64,0,0,2,0
23,5,1,1,3,150,27,19,5200,64,0,0,0,0
23,5,1,1,3,150,27,19,5400,64,0,0,0,0
23,5,1,1,3,150,27,19,5600,64,0,0,0,0
23,5,1,1,3,150,27,19,5800,64,0,0,0,0
23,5,1,1,3,150,27,19,6000,64,0,0,0,0
23,5,1,1,3,150,27,19,6200,64,0,0,0,0
23,5,1,1,3,150,27,19,6400,64,0,0,0,0
23,5,1,1,3,150,27,19,6600,64,0,0,2,0
23,5,1,1,3,150,27,19,6800,64,0,0,0,0
23,5,1,1,3,150,27,19,7000,64,0,0,0,0
23,5,1,1,3,150,27,19,7200,64,0,0,2,0
23,5,1,1,3,150,27,19,7400,64,0,0,0,0
23,5,1,1,3,150,27,19,7600,64,0,0,0,0
23,5,1,1,3,150,27,19,7800,64,0,0,0,0
23,5,1,1,3,150,27,19,8000,64,0,0,1,0
23,5,1,1,3,150,27,19,8200,64,0,0,0,0
23,5,1,1,3,150,27,19,8400,64,0,0,1,0
23,5,1,1,3,150,27,19,8600,64,0,0,0,0
23,5,1,1,3,150,27,19,8800,64,0,0,1,0
23,5,1,1,3,150,27,19,9000,64,0,0,0,0
23,5,1,1,3,150,27,19,9200,64,0,0,2,0
23,5,1,1,3,150,27,19,9400,64,0,0,1,0
23,5,1,1,3,150,27,19,9600,64,0,0,1,0
23,5,1,1,3,150,27,19,9800,64,0,0,1,0
23,5,1,1,3,150,27,19,10000,64,0,0,0,0
23,5,1,1,3,150,27,19,10200,64,0,0,0,0
23,5,1,1,3,150,27,19,10400,64,0,0,0,0
23,5,1,1,3,150,27,19,10600,64,0,0,1,0
23,5,1,1,3,150,27,19,10800,64,0,0,0,0
23,5,1,1,3,150,27,19,11000,64,0,0,2,0
23,5,1,1,3,150,27,19,11200,64,0,0,0,0
23,5,1,1,3,150,27,19,11400,64,0,0,1,0
23,5,1,1,3,150,27,19,11600,64,0,0,2,0
23,5,1,1,3,150,27,19,11800,64,0,0,0,0
23,5,1,1,3,150,27,19,12000,64,0,0,0,0
23,5,1,1,3,150,27,19,12200,64,0,0,1,0
